"","info.Lon","info.Lat","info.ECO_NAME","info.BIOME","info.ECO_ID","info.max.lat","info.min.lat","info.max.lon","info.min.lon","info.species.count","info.observation.count.tot","info.Kier_richness","info.Kier_area","info.observation.count.tot.1","info.observation.count.tot.2","info.observation.count.LeArea","info.observation.count.SSD","info.observation.count.SLA","info.observation.count.LeC","info.observation.count.LeN","info.observation.count.LeP","info.observation.count.PlantHeight","info.observation.count.SeedMass","info.observation.count.SeLen","info.observation.count.LeNArea","info.observation.count.LeNP","info.observation.count.Led15N","info.observation.count.SenbU","info.observation.count.LeFMass","info.observation.count.ConduitDens","info.observation.count.VesLen","info.observation.count.DispULen","info.observation.count.tot.3","trait.LeArea","trait.SSD","trait.SLA","trait.LeC","trait.LeN","trait.LeP","trait.PlantHeight","trait.SeedMass","trait.SeLen","trait.LeNArea","trait.LeNP","trait.Led15N","trait.SenbU","trait.LeFMass","trait.ConduitDens","trait.DispULen","trait.VesLen","soil","climate.AnnualMeanTemperature.nc","climate.MaxTemperatureofWarmestMonth.nc","climate.MinTemperatureofColdestMonth.nc","climate.TemperatureSeasonality.nc","climate.MeanDiurnalRange.nc","climate.AnnualPrecipitation.nc","climate.PrecipitationofWettestMonth.nc","climate.PrecipitationofDriestMonth.nc","climate.PrecipitationSeasonality.nc","climate.vapr.mean.nc","climate.vapr.max.nc","climate.vapr.min.nc","climate.vapr.sd.nc","climate.srad.mean.nc","climate.srad.max.nc","climate.srad.min.nc","climate.srad.sd.nc","climate.wind.mean.nc","climate.wind.max.nc","climate.wind.min.nc","climate.wind.sd.nc"
"234",145.43964,-32.978195,"Murray-Darling woodlands and mallee",12,11207,-31.682,-34.38,146.15,139.33,103,214,1100,197880,214,214,97,0,155,0,57,50,101,0,0,21,42,0,0,0,0,0,0,214,40.083,0.6556,5.00504298,467.2296,16.2017,0.96875,1,2.40895,3.0693,3.0069,16.8981,2.5395,337.02505,0.0367,59.56375,2.9316,405.1468,-32.978195,17.8166667769353,31.5,1.75,615.551602268927,13.1541667381922,337,33,24,12.7291671462417,1.04166662693024,1.35000002384186,0.839999973773956,0.160251542925835,18236.75,27865,8737.5,6533.7197265625,2.78750002384186,3.54999995231628,2.09999990463257,0.418595120310783
"237",128.167,26.75,"Nansei Islands subtropical evergreen forests",1,40170,30.393,26.23,130.6188,127.77,86,100,2000,4064,100,100,13,0,13,0,11,10,52,0,0,9,0,0,0,0,0,0,0,100,2654.69685,0.519275,12.36645,464.12415,16.2157,1.1349,10.01655,28.84615,5.0618,1.44865,14.53015,2.1794,93.3593,0.735,32.4949,5.418125,514.1908,26.75,22.3750001589457,30.7000007629395,13.5,466.156915088451,4.83333333333333,2097,243,110,26.350751447801,2.14916658401489,3.09999990463257,1.25999999046326,0.682671964168549,14858,20729,8825,4105.40380859375,4.80000019073486,5.19999980926514,4,0.348409086465836
"238",-76.03,-0.683,"Napo moist forests",1,60142,-0.637783333,-3.605833,-76.03,-77.63,1113,1348,7000,250591,1348,1348,896,247,1291,263,1307,268,143,0,0,1295,0,0,0,0,0,0,0,1348,7763.666667,0.5718,17.42238601,472.9593,23.76405954,1.1893,14.4542,106.6148,6.9374,1.388562539,18.7539,2.80615,85.2988,1.7159,13.2366,8.0817,525.3812,-0.683,25.3083333969116,30.7000007629395,19.5,56.6421551313447,8.79999987284342,3115,339,180,21.1134416243447,2.75166654586792,2.8199999332428,2.63000011444092,0.057710912078619,13312.9169921875,14801,11659,1010.6416015625,0.941666662693024,1,0.899999976158142,0.0493006780743599
"241",-67.02168,1.9,"Negro-Branco moist forests",1,60143,1.93284,-0.14,-66.46,-67.05,113,263,6500,200932,263,263,29,87,130,80,210,147,23,0,0,147,52,90,0,0,0,0,0,263,4657.06745,0.61005,10.40185,484.8185,17.6,0.8,15.5076,164.1528,7.92185,1.6736,21.33625,3,100.3422,1.37085,11.1216,8.0338,563.9453,1.9,26.2708333333333,33.0999984741211,18.8999996185303,49.0516075909264,12.008333047231,3421,399,196,24.180338668856,2.94833326339722,3.15000009536743,2.85999989509583,0.0843438804149628,15161.5,16606,13116,1138.68151855469,1.01666665077209,1.29999995231628,0.899999976158142,0.114260911941528
"244",150.103889,-5.444444,"New Britain-New Ireland lowland rain forests",1,10111,-3.133333,-5.646111,152.633333,150.070278,161,260,2700,34916,260,260,244,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,260,9050,0.5119,13.7393,465.2169,17.8,1.2556,20,30.16155,4.9393,1.4214,15.667,2.2649,207.2354,1.6813,14.6359,4.93,572.28085,-5.444444,26.5124996503194,30.5,22.2999992370605,34.0537629364007,7.10833358764648,3658,524,167,47.4837700152584,2.91499996185303,3.00999999046326,2.76999998092651,0.0827772691845894,19397.666015625,21243,17824,1084.99743652344,2.55833339691162,3.14999997615814,2.09999990463257,0.345417447388172
"246",-71.9,45.4,"New England-Acadian forests",4,50410,45.4,42.5,-68.106944,-73.0333,143,1707,1496,238153,1707,1707,710,0,749,284,889,15,691,71,0,318,7,52,0,317,0,0,0,1707,1379.14675,0.4268,20.1,451.5562,21.09918833,1.97355,0.729,0.69595,2.65355,1.11935,9.7843,1.409,514.1526,0.2778,62.1,2.9045,367.4091,45.4,5.71249990165234,24.2999992370605,-16.5,1125.97457509036,9.74166662494341,1056,126,50,26.0880127143978,0.827499985694885,1.69000005722046,0.230000004172325,0.517383217811584,12230.0830078125,20171,4058,5758.203125,2.59999990463257,3,2,0.313581436872482
"250",-7.4,57.266666666,"North Atlantic moist mixed forests",4,80429,57.266666666,56.42,-6.02,-7.4,53,101,600,38835,101,101,0,0,55,89,93,87,94,49,0,93,0,0,0,0,0,0,0,101,336.3884,0.3611,25.9,457.12,21.55,2.318,0.138625,0.6,1.889,0.8940249825,9.78065,1.1819,286.6476,0.0686,70.4165,2.4993,491.743,57.266666666,8.90833336114883,15.8000001907349,2.59999990463257,316.844043701603,4.76666676998138,1376,161,64,30.1645282031805,0.963333308696747,1.32000005245209,0.720000028610229,0.210963398218155,8580.75,17682,999,5963.28125,6.95833349227905,8.30000019073486,5.5,0.937601923942566
"252",175.596111,-40.3177776665,"North Island temperate forests",4,10405,-38.6,-41.23,176.9,174.75,44,85,1200,84500,85,85,24,1,0,0,10,10,27,8,0,29,0,0,0,0,1,0,0,85,341.859425,0.47705,16.4449,454.257975,15.17035,1.35955,10.32785,1.3781641255,2.39295,1.1496,13.59705,1.4496,331.218875,0.1175,54.4769,2.37525,558.81275,-40.3177776665,12.9958333472411,21.6000003814697,3.29999995231628,352.893624078493,9.09166647990545,1294,139,78,17.7254783792747,1.14916670322418,1.45000004768372,0.910000026226044,0.184117738157511,14119.5830078125,23196,5425.5,6353.07177734375,4.18333315849304,5.09999990463257,3.55000007152557,0.457043617963791
"256",123.433,43.808566666,"Northeast China Plain deciduous forests",4,80430,46.62,40.17,127.32,119.75,92,156,1800,232909,156,156,47,0,55,36,82,78,46,0,0,36,17,17,0,0,0,0,0,156,700,0.439325,18.35318295,443.57305,23.69305,2.11360813,0.5106,1.387175,2.58605,1.36765,11.44205,1.6895,343.281875,0.14835,62.76845,3.426025,338.4013,43.808566666,6.3000000466903,29.7000007629395,-20.8999996185303,1422.96585139565,11.7333332548539,623,167.5,4,108.356486026792,0.789166688919067,2.10999989509583,0.109999999403954,0.695610702037811,14395,21316,6247,5221.19970703125,3.20416665077209,4.40000009536743,2.54999995231628,0.532029628753662
"257",151,60,"Northeast Siberian taiga",6,80605,61.95,60,151,149.7,70,116,800,1133262,116,116,0,0,0,0,45,0,62,0,0,0,0,16,0,0,0,0,0,116,352.36995,0.4297,16.67715,446.81585,22.3182,1.90945,0.2,0.37785,1.688925,1.3617,10.84365,1.2345,307.13065,0.10635,107.58455,1.9635,421.5696,60,-6.10833323809008,16.7000007629395,-24.3999996185303,1247.95620616552,10.083333230267,422,70,10,59.8485091843801,0.389166682958603,0.959999978542328,0.0900000035762787,0.31079089641571,10475.6669921875,20562,934,7055.0751953125,2.89166665077209,3.59999990463257,2.29999995231628,0.440564662218094
"258",3.93,43.555,"Northeastern Spain and Southern France Mediterranean forests",12,81215,45,39,7,-0.45,386,3990,2800,90851,3990,3990,107,2546,945,1182,1597,966,302,167,1,587,70,0,0,0,20,0,0,3990,420.7721,0.471609324,16.6334,455.287975,21.51225,1.7729,0.4,2.25615,2.826675,1.5699,12.31445,1.55855,333.77805,0.129875,62.051975,3.2573,407.5256,43.555,13.8750000124176,27.3999996185303,0.300000011920929,609.136254190565,9.9145833880951,705,97,25,32.5359586221845,1.13250005245209,1.75999999046326,0.685000002384186,0.368611335754395,15011.2290039062,24789,5474,6825.35595703125,3.51458334922791,3.90000009536743,3.20000004768372,0.262863457202911
"259",-72.6562,41.785,"Northeastern coastal forests",4,50411,42.38,40.3,-71.083333333,-74.33,32,85,1695,89778,85,85,24,0,52,0,25,3,3,0,0,3,0,7,0,0,0,0,0,85,4011.34735,0.59995,15.42838616,475.05855,19.644025,1.6161,18.63605,29.3902,6.39565,1.354725,13.1686,1.03755,84.9111,0.698625,48.405375,7.76715,442.69995,41.785,9.93750004470348,27.2000007629395,-8.80000019073486,914.668647967889,11.1916664987803,1153,113,79.5,10.7186350084693,0.963333308696747,1.875,0.349999994039536,0.550325036048889,13104.4169921875,20710,5164,5526.54736328125,3.81666672229767,4.54999995231628,3.04999995231628,0.464503943920135
"260",36.906111,-0.207222,"Northern Acacia-Commiphora bushlands and thickets",7,30711,2.27,-1.316666666,37.95,36.831667,24,29,1300,324482,29,29,24,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,29,675,0.59785,11.10925,449.47,22.1881,1.3235,4.8629,18.0122,4.61465,1.90035,15.145,2.0744,81.89365,0.33035,30.9913,5.2153,326.7997,-0.207222,16.6333333651225,23.7999992370605,9.30000019073486,84.2345334024577,10.2833332220713,792,145,26,51.7108423770514,1.39499998092651,1.54999995231628,1.25999999046326,0.0859747901558876,17281.25,20163,14703,1600.79736328125,2.34999990463257,2.87500005960464,1.79999995231628,0.342377334833145
"262",-122.237915,37.40806,"Northern California coastal forests",5,50519,38.883333333,37.1666667,-122.216666666,-123.416666666,74,159,1212,13287,159,159,79,52,104,0,100,20,81,51,0,84,20,0,0,0,53,0,0,159,946.65,0.601175,11.7509814075,469.01245,18.23845,1.6849,3,7.97845,4.595425,1.4875075705,11.76265,1.619575,192.9296,0.22685,257.50655,5.8872,343.94685,37.40806,13.862500021855,24.4249997138977,2.30000007152557,351.136383487181,12.6499999562899,609,124,2,90.4753314572251,1.12249994277954,1.39999997615814,0.889999985694885,0.175783962011337,16685.125,26425.75,6792,7065.42822265625,3.76666665077209,4.5,3.20000004768372,0.487909376621246
"263",-100,58,"Northern Canadian Shield taiga",6,50612,58,58,-100,-100,23,23,720,617319,23,23,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,23,900.4842,0.5624,18.5096,475.2742,18.8259,1.9517,0.8,2.1507,3.6053,1.2622,11.871,1.1895,76.8564,0.1958,154.9342,4.352,466.991,58,-5.32916683703661,19,-33,1565.40652160786,9.92500001688798,453,78,14,57.1793064556292,0.467500001192093,1.11000001430511,0.0700000002980232,0.371374130249023,11241,21839,1470,7491.93994140625,4.02500009536743,4.40000009536743,3.70000004768372,0.204633802175522
"264",11.173611,4.816111,"Northern Congolian forest-savanna mosaic",7,30712,5.044444,4.815556,11.174167,10.701111,65,101,2500,705006,101,101,91,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,101,3019,0.5359,15.37055,453.0972,18.51405,1.3553,3,3.35,3.509,1.3889,13.5352,2.323,317.3457,0.5111,26.2544,3.439,419.3393,4.816111,24.5458334287008,30.6000003814697,18.2000007629395,108.762841165761,9.10833390553792,1664,289,9,70.701908176648,2.35583329200745,2.54999995231628,2.08999991416931,0.126915886998177,14534.75,17463,10651,2257.28393554688,1.375,1.79999995231628,1.20000004768372,0.196320295333862
"265",101.2657,21.9267,"Northern Indochina subtropical forests",1,40137,24.7,20.243056,105.052778,100.4,241,315,7000,435869,315,315,163,6,55,0,76,68,33,0,0,35,14,0,0,0,6,0,0,315,3570,0.5389,13.408,459.641,19.0038,1.2983,9.3185,25.79615,4.4741,1.5672,15.19295,2.4563,148.0918,1.0464,22.5808,4.7903,466.8376,21.9267,21.9916665554047,30.0499992370605,11.6000003814697,352.693899619247,9.1458332935969,1656,302,15,79.1236252191114,1.98000001907349,2.55999994277954,1.35000002384186,0.492643117904663,16447.75,19803,12023,2348.16650390625,1.23333334922791,1.70000004768372,0.899999976158142,0.21730674803257
"268",105.717222,20.243889,"Northern Vietnam lowland rain forests",1,40141,20.313333,20.243611,105.728333,105.645,38,47,2800,22522,47,47,45,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,47,675,0.469775,18.0616,443.881975,21.254525,1.60155,2.67445,2.277625,2.3209,1.1341,13.22805,1.92045,695.81295,0.18895,31.927925,2.699025,431.0903,20.243889,23.224999944369,32.0999984741211,12.8999996185303,441.070504659371,7.50000023841858,1788,411,14,90.5931074150297,2.41833329200745,3.16000008583069,1.51999998092651,0.597054719924927,15137.5830078125,18509,10409,2944.73315429688,1.70833337306976,2.02499997615814,1.39999997615814,0.197730168700218
"271",-107.23,51.09,"Northern short grasslands",8,50811,51.12,51.02,-107.17,-107.51,22,36,1867,640109,36,36,26,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,134.3999833325,0.396725,16.984249635,443.656125,20.19745,1.8223,0.3011,1.08615,2.827775,1.336,11.46955,1.395,341.5059,0.0539,39.1969,3.11435,448.3423,51.09,3.3552083671093,23.0750002861023,-21.7000007629395,1226.32010485124,11.3041669329007,364,71,10,63.8346226408321,0.642916649580002,1.36000001430511,0.200000002980232,0.384368181228638,13250.7084960938,23354.25,3326,7122.49462890625,4.57499980926514,5.09999990463257,4,0.308558464050293
"272",175.31,-37.78,"Northland temperate kauri forests",4,10406,-37.426666666,-37.78,175.72,175.31,32,33,850,29939,33,33,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,33,1343.80905,0.4423,20.6662,443.1683,22.499,2.39875,0.6159,1.3265,3.34945,1.3464,11.7404,2.04275,1018.1861,0.3856,73.6877,3.7539,426.567,-37.78,14.037499944369,23.7999992370605,3.40000009536743,370.178852311275,10.1749997933706,1279,139,88,13.420008680591,1.24916660785675,1.5900000333786,0.959999978542328,0.209740251302719,14862,23554,6300,6084.2080078125,3.55833339691162,4.30000019073486,2.90000009536743,0.434853106737137
"276",11.604167,3.601389,"Northwestern Congolian lowland forests",1,30126,4.080833,3.38,11.604167,11.490278,194,328,4100,432190,328,328,280,0,7,0,7,0,320,0,0,7,0,0,0,0,0,0,0,328,4842.33485,0.55175,15.96535,459.00975,21.3157,1.43545,4.572425,24.07685,4.23905,1.4657,15.23305,2.50565,119.426675,0.77575,17.4428,4.60785,523.051225,3.601389,23.4749999841054,28.7000007629395,17.7000007629395,79.3295855570794,8.59999990463257,1634,297,23,63.7261825224562,2.38166666030884,2.48000001907349,2.27999997138977,0.0601156689226627,13834.75,16380,10491,1998.68139648438,1.21666669845581,1.5,1,0.128019079566002
"280",109.2,39.75,"Ordos Plateau steppe",10,81013,40.4,37.233333333,110.22,108.2,62,214,1100,215604,214,214,0,0,0,0,86,144,0,0,0,0,66,0,0,0,0,0,0,214,409.696375,0.43315,14.589275,440.632875,24.871975,1.98495,0.6317,1.462975,2.59335,1.61665,12.462875,2.2898,260.216175,0.12735,77.16655,3.023575,315.0773,39.75,6.94583330458651,29.2999992370605,-19.2999992370605,1210.20118431797,14.0416666272407,308,87,3,108.236714326491,0.615000009536743,1.51499998569489,0.140000000596046,0.482623040676117,16489.75,24038,8492,5406.962890625,2.72499990463257,3.70000004768372,2.09999990463257,0.445969611406326
"282",-117.085,47,"Palouse grasslands",8,50813,48,46.319722222,-117,-119.3,24,26,1290,46993,26,26,2,2,2,0,3,3,16,0,0,2,0,0,0,0,0,0,0,26,399.5211,0.4306,15.8994,447.0611,17.3346,1.81495,0.3969,1.8091,3.01265,1.3148,9.3523,1.44495,439.0079,0.12195,87.51705,3.12095,299.10305,47,8.08750006152938,23.25,-9,747.280297673928,11.5875000671173,580,75.5,22.5,36.8909594165664,0.730833351612091,1.11000001430511,0.439999997615814,0.229799121618271,13574.5,24990,3321,7512.07202148438,2.73749995231628,3.09999990463257,2.40000009536743,0.193200178444386
"283",75.5,37.5,"Pamir alpine desert and tundra",10,81014,38.5,37.5,75.5,74.5,99,100,900,118072,100,100,88,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,154,0.389,14.20454545,444.5338,21.8403,1.9008,0.2226,0.665,2.138,1.4948,11.428,1.6349,185.3729,0.0868,90.2728,2.317,405.8129,37.5,-8.84583326925834,9,-25.1000003814697,855.775717240392,10.1250000645717,122,21,2,56.744976028023,0.16666667163372,0.360000014305115,0.0399999991059303,0.108653374016285,14345,22802,6322,5568.1484375,3.23333334922791,4.09999990463257,2.40000009536743,0.490464597940445
"284",-79.55,8.97,"Panamanian dry forests",2,60224,8.97,8.96666667,-79.53,-79.55,61,148,1900,5087,148,148,4,0,120,0,15,8,6,0,0,11,8,7,0,0,0,0,0,148,4164.86935,0.4422,14.35930422,465.6469,22.9285,1.5017,7.64695,16.49335,4.62495,1.81545,16.158,1.7196,238.9859,1.3326,12.6288,4.7698,455.4497,8.97,27.0791668891907,31.6000003814697,23,63.9054099866705,6.625,2158,406,6,76.9156514938453,2.89249992370605,3.08999991416931,2.64000010490417,0.141015633940697,18525.333984375,21004,16094,1524.31323242188,1.94166660308838,2.79999995231628,1.39999997615814,0.537677586078644
"285",17.416666666,48.428833333,"Pannonian mixed forests",4,80431,49.55,45,24,16,217,326,2700,307716,326,326,0,75,106,108,132,131,203,0,0,106,25,0,0,0,0,0,0,326,843.7126,0.4185,19.692950105,451.0464939,24.6377,1.9855,0.4,1.44975,2.6746,1.293471115,11.4052,1.3649,430.6446,0.2011,54.267,3.1342,414.055,48.428833333,9.33333343764146,23.6000003814697,-7.40000009536743,768.12149430901,8.98333345850309,698,88,33,31.1149799390833,0.944999992847443,1.58000004291534,0.46000000834465,0.407246857881546,11764.5830078125,20984,2584,6611.24365234375,2.40833330154419,2.90000009536743,2,0.27220806479454
"287",-70.48,-41.12,"Patagonian steppe",8,60805,-37.23,-51.63,-65.9,-71.53,107,132,1200,576599,132,132,36,7,5,8,9,8,49,15,0,0,0,0,0,0,0,0,0,132,308.1,0.4706,12.0587,443.7196,17.8564,1.4725,0.8,2.23625,3.1511,1.4768,12.1398,2.2099,269.24535,0.1215,62.477,3.676,385.1077,-41.12,8.86250011622906,21.2999992370605,-5.09999990463257,500.526243898024,10.9500000476837,392,62,13,50.1367127758272,0.658333301544189,0.819999992847443,0.529999971389771,0.107069559395313,14768.6669921875,25194,4706,7151.70166015625,5.375,6.59999990463257,4.30000019073486,0.698162317276001
"288",103.77,1.35,"Peninsular Malaysian rain forests",1,40146,4,1.33,104.07,102,141,182,7000,124944,182,182,53,0,109,0,24,12,17,0,0,12,11,0,0,0,0,0,0,182,3376.4247,0.5887,10.905,470.8175,16.89,1.1286,13.608,72.3425,6.3254,1.6784,16.5727,2.6689,53.7321,1.2835,13.0921,6.7119,539.99425,1.35,26.8624999523163,31,22.7000007629395,50.5615886795721,6.72499926884969,2326.5,293,149,22.5223412281024,2.9300000667572,3.0699999332428,2.76999998092651,0.081778958439827,15982.6669921875,18317,13476,1401.81396484375,1.93333339691162,2.59999990463257,1.65000003576279,0.262466907501221
"289",-93.5,18,"Petén-Veracruz moist forests",1,60154,18,16.55,-88.716666666,-93.5,521,631,6500,148595,631,631,260,262,167,0,71,70,587,1,0,71,64,0,0,0,0,0,0,631,5084,0.5489,15.208,466.7233,21.78365,1.1978,19.965,61.4659,5.6697,1.5534,17.0082,2.5416,104.1613,1.4619,13.1604,6.3657,514.7539,18,26.2625001271566,34.7999992370605,17.1000003814697,234.463824684124,10.0916665395101,2101,361,46,58.8154317596251,2.60583329200745,2.90000009536743,2.19000005722046,0.262534409761429,16831.333984375,19281,12801,2160.93725585938,2.98333334922791,3.29999995231628,2.5,0.257660418748856
"291",-94.12222224975,30.466667,"Piney Woods forests",5,50523,33.6,30.433333333,-91.8,-94.238889,28,56,1729,140797,56,56,15,0,0,0,27,26,26,11,0,0,27,0,0,0,0,0,0,56,3019,0.62295,14.4215,470.72645,16.0464,1.1711,21.674725,33.46065,6.7903,1.15785,14.906,1.638575,275.78175,0.5299,52.19905,9.7684,622.2928,30.466667,19.2781251271566,34.2499990463257,3.59999990463257,679.849473611213,12.4354166984558,1391,149,91,16.0933556580899,1.77083337306976,2.77999997138977,0.899999976158142,0.679591566324234,16011.875,23064,8564,5153.896484375,2.90000009536743,3.52499997615814,2.09999990463257,0.495521634817123
"292",9.166666666,45.4249999995,"Po Basin mixed forests",4,80432,46.333333333,44.17,13.05,8.6,160,1489,1200,42461,1489,1489,1006,0,1069,330,327,0,46,0,0,0,0,0,0,975,0,0,0,1489,782.52305,0.4347,25.7146538825,441.59745,27.28595,2.0629,0.4,1.3767,2.6719,1.074,11.6097,2.3064,312.53985,0.1863,53.2283,3.06245,466.34955,45.4249999995,12.1666666716337,27,-4.30000019073486,770.252190708334,9.56666663102806,916,111.5,50,23.971843548148,1.15416669845581,1.95000004768372,0.569999992847443,0.484027504920959,13058.3330078125,22983,3829,6701.365234375,1.09166669845581,1.60000002384186,0.800000011920929,0.272335559129715
"297",1.283333333,42.833333333,"Pyrenees conifer and mixed forests",4,80433,43.01,41.998843,2.576234,-1.1,112,2177,3300,25930,2177,2177,0,1773,672,556,584,403,300,58,0,447,9,0,0,0,0,0,0,2177,533.85185,0.43675,19.884566195,487.3166667,24.25708135,1.9139178285,0.31498333325,1.0845,3.1026,1.3684,11.57655,1.3302,455.4149,0.10155,86.713225,3.661,407.764125,42.833333333,8.08333337058624,20.5,-4.19999980926514,563.726776111562,9.0333333859841,1131,119,75,13.4830218695689,0.801666676998138,1.24000000953674,0.479999989271164,0.267109006643295,14277.75,22759,5423,6048.39892578125,4.72499990463257,5.19999980926514,4.19999980926514,0.353847831487656
"300",103.5,30.7,"Qionglai-Minshan conifer forests",5,80518,31.4,29.52,103.5,103.2,90,100,5000,80134,100,100,0,0,0,0,83,89,0,0,0,0,76,0,0,0,0,0,0,100,1813.95885,0.4951,14.5426,458.3647,21.25,1.175,7.027725,15.6809,3.6953,1.31865,19.205,1.90425,233.707,0.48035,27.4019,4.7737,541.50375,30.7,16.1708332747221,29.2999992370605,1.39999997615814,701.626223151493,8.24166630705198,1165,269,10,94.323675818676,1.37083339691162,2.3199999332428,0.620000004768372,0.589356422424316,10578.75,15173,5458,3707.72436523438,1.28333330154419,1.79999995231628,1,0.211476266384125
"301",145.603889,-17.098611,"Queensland tropical rain forests",1,10117,-16.083333333,-21.093,149.21,145.07,302,609,4800,32596,609,609,564,2,20,0,0,0,419,0,0,0,0,0,0,0,0,0,0,609,3019,0.5498,12.517125,467.8435,17.4724,1.220525,19,24.1471,4.98055,1.4827,16.3007,1.9975,168.12625,0.8066,25.2168,5.1226,534.689075,-17.098611,19.8166666825612,27.1000003814697,11.1000003814697,261.458606340802,8.33333349227905,2283.5,488.25,28,80.7882388976227,1.87166666984558,2.3199999332428,1.50999999046326,0.293025404214859,19196.583984375,23451,14346,2964.07373046875,4.59999990463257,6.19999992847443,3.29999995231628,0.751664817333221
"303",66.4,31.7,"Registan-North Pakistan sandy desert",13,81326,31.7,31.7,66.4,66.4,53,53,700,276999,53,53,12,7,42,19,31,17,28,28,0,25,14,0,0,0,0,0,0,53,428.7912,0.4703,11.97946311,450.7155,21.44,1.533804779,0.3494,1.1599,2.7124,1.832530565,13.5264,2.172,331.9371,0.2176,53.2606,3.0926,394.5073,31.7,17.7375001932184,37.7000007629395,-3,900.982122308674,15.708333487312,256,78,0,118.009164660045,0.613333344459534,0.860000014305115,0.400000005960464,0.144645169377327,19202.583984375,26538,11588,5364.634765625,2.20000004768372,2.79999995231628,1.39999997615814,0.461880207061768
"304",173.716666666,-41.300833,"Richmond temperate forests",4,10408,-40.916666666,-41.8,174.166666666,172.65,21,28,1000,13216,28,28,22,0,0,0,0,0,22,4,0,0,0,0,0,0,0,0,0,28,583.5955,0.52,14.3732,465.9219,14.8767,1.19235,21,4.2809,3.384,1.1512,13.36415,1.4536,2008.35165,0.1962,74.17125,4.237,548.5587,-41.300833,11.5687500238419,19.8000001907349,2.09999990463257,349.086189359022,8.29166652758916,1460.5,167,84.5,19.0418346235701,1.08000004291534,1.38499999046326,0.800000011920929,0.194155715405941,14105,23175.5,5306.5,6473.970703125,4.75,5.30000019073486,4,0.364767760038376
"307",13,25,"Sahara desert",13,81327,28.30751,25,32.125361111,-5,96,194,500,4629416,194,194,0,0,0,57,57,57,176,0,0,0,0,48,0,0,0,0,0,194,626.6915,0.54775,12.0412,443.4128,22.654502875,1.3696,1.775,8.08265,3.807175,1.8344,15.328475,2.17115,185.798125,0.27425,37.2064,3.6262,295.488525,25,22.5458334088326,38.5999984741211,3.90000009536743,746.834100223472,15.0249996383985,10,2,0,45.5371150874576,0.876666665077209,1.12999999523163,0.620000004768372,0.175600171089172,21659,27889,14897,4301.92431640625,3.54999995231628,4.30000019073486,2.59999990463257,0.504251897335052
"309",25.75,58.6,"Sarmatic mixed forests",4,80436,60.08,55.75,56.38182,8.27,420,1309,1800,850317,1309,1309,94,0,425,86,513,300,427,319,0,129,365,19,0,0,0,0,0,1309,605.161975,0.435925,19.96425,456.29905,22.1503,1.9239,0.4,1.0366,2.6017,1.17915,10.673825,1.37485,321.7293,0.14955,81.97615,3.04315,456.659,58.6,5.45000005389253,20.5,-11.1000001430511,846.304599146365,7.66666666169961,604,75,28,32.4334423679357,0.774999976158142,1.42999994754791,0.337500005960464,0.383253447711468,9871.6669921875,21045,821,7249.21826171875,3.09166669845581,3.70000004768372,2.62499994039536,0.325213640928268
"310",18.64,68,"Scandinavian Montane Birch forest and grasslands",11,81110,69.75,58.55,27.016666666,7.3,209,5607,1000,244865,5607,5607,2425,0,889,122,766,321,751,334,0,296,273,47,0,0,0,0,0,5607,222.5788,0.4077,17.98472673,459.4648,20.9,1.61945,0.2029,0.5328,1.9876,1.2712,10.6334,1.3693,148.635,0.0682,112.6745,2.4335,460.8033,68,0.0916666264335314,13.8000001907349,-13.8000001907349,777.423857921839,7.24166674415271,569.5,89,28,31.7520949759562,0.51041667163372,0.970000028610229,0.219999998807907,0.256305783987045,7876.5,18004,68,6574.64599609375,3.08333325386047,3.40000009536743,2.70000004768372,0.220321744680405
"311",53.38692,60.61407,"Scandinavian and Russian taiga",6,80608,67.97,58.05,60,8.2,152,1176,1400,2170288,1176,1176,129,1,129,0,213,166,94,0,0,12,193,0,0,0,1,0,0,1176,794.20855,0.4484,20.513925,457.955,21.618675,1.83345,0.3815,1.092925,2.5999,1.18595,10.58665,1.515125,243.8519,0.17815,94.5666,3.09635,426.4543,60.61407,0.774999971191088,19.8999996185303,-20.6500005722046,1130.20941198375,8.46041670814157,598,78,26.5,32.5746799711927,0.611666679382324,1.38499999046326,0.159999996423721,0.408135294914246,9401.25,20819.75,810,7206.29553222656,3.20833325386047,3.85000002384186,2.5,0.35667459666729
